Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp
2078,Airport,59,Trip Completed,12/7/2016 15:36,12/7/2016 16:22
2079,Airport,29,Cancelled,12/7/2016 15:43,NA
2080,City,NA,No Cars Available,12/7/2016 15:39,NA
2081,Airport,NA,No Cars Available,12/7/2016 15:37,NA
2082,Airport,220,Trip Completed,12/7/2016 15:42,12/7/2016 16:38
2083,Airport,3,Trip Completed,12/7/2016 15:46,12/7/2016 16:40
2084,Airport,207,Trip Completed,12/7/2016 15:46,12/7/2016 16:40
2085,City,171,Trip Completed,12/7/2016 15:41,12/7/2016 16:27
2086,City,118,Trip Completed,12/7/2016 15:44,12/7/2016 16:30
2087,Airport,268,Trip Completed,12/7/2016 15:49,12/7/2016 16:56
2088,Airport,27,Trip Completed,12/7/2016 15:51,12/7/2016 17:02
2089,City,43,Trip Completed,12/7/2016 15:49,12/7/2016 16:32
2090,City,NA,No Cars Available,12/7/2016 15:57,NA
2091,City,NA,No Cars Available,12/7/2016 15:53,NA
2092,City,NA,No Cars Available,12/7/2016 15:55,NA
2093,City,NA,No Cars Available,12/7/2016 15:56,NA
2094,Airport,288,Cancelled,12/7/2016 15:51,NA
2095,City,147,Trip Completed,12/7/2016 15:56,12/7/2016 16:43
2096,Airport,142,Trip Completed,12/7/2016 16:01,12/7/2016 17:04
2097,Airport,98,Cancelled,12/7/2016 16:03,NA
2098,City,45,Trip Completed,12/7/2016 16:12,12/7/2016 16:42
2099,Airport,48,Trip Completed,12/7/2016 16:03,12/7/2016 17:16
2100,City,NA,No Cars Available,12/7/2016 16:08,NA
2101,City,274,Trip Completed,12/7/2016 16:10,12/7/2016 17:10
2102,City,4,Trip Completed,12/7/2016 16:09,12/7/2016 17:01
2103,City,20,Trip Completed,12/7/2016 16:08,12/7/2016 17:18
2104,City,91,Trip Completed,12/7/2016 16:07,12/7/2016 17:04
2105,City,227,Trip Completed,12/7/2016 16:08,12/7/2016 17:22
2106,City,262,Trip Completed,12/7/2016 16:14,12/7/2016 16:55
2107,City,53,Trip Completed,12/7/2016 16:18,12/7/2016 17:14
2108,Airport,30,Trip Completed,12/7/2016 16:14,12/7/2016 16:48
2109,Airport,61,Cancelled,12/7/2016 16:20,NA
2110,Airport,36,Trip Completed,12/7/2016 16:19,12/7/2016 17:12
2111,Airport,233,Trip Completed,12/7/2016 16:25,12/7/2016 17:25
2112,Airport,164,Trip Completed,12/7/2016 16:32,12/7/2016 17:03
2113,Airport,206,Cancelled,12/7/2016 16:29,NA
2114,City,23,Trip Completed,12/7/2016 16:36,12/7/2016 17:21
2115,City,NA,No Cars Available,12/7/2016 16:41,NA
2116,City,76,Trip Completed,12/7/2016 16:33,12/7/2016 17:09
2117,City,113,Cancelled,12/7/2016 16:33,NA
2118,Airport,138,Trip Completed,12/7/2016 16:41,12/7/2016 17:49
2119,City,181,Cancelled,12/7/2016 16:41,NA
2120,Airport,114,Trip Completed,12/7/2016 16:44,12/7/2016 17:33
2121,City,NA,No Cars Available,12/7/2016 16:48,NA
2122,City,278,Cancelled,12/7/2016 16:50,NA
2123,City,275,Trip Completed,12/7/2016 16:45,12/7/2016 17:40
2124,Airport,92,Trip Completed,12/7/2016 16:53,12/7/2016 17:31
2125,Airport,201,Cancelled,12/7/2016 16:52,NA
2126,City,266,Trip Completed,12/7/2016 16:52,12/7/2016 18:02
2127,City,NA,No Cars Available,12/7/2016 17:02,NA
2128,Airport,NA,No Cars Available,12/7/2016 17:06,NA
2129,Airport,156,Trip Completed,12/7/2016 17:06,12/7/2016 18:18
2130,City,176,Trip Completed,12/7/2016 17:04,12/7/2016 17:46
2131,City,41,Cancelled,12/7/2016 17:04,NA
2132,Airport,NA,No Cars Available,12/7/2016 17:06,NA
2133,Airport,NA,No Cars Available,12/7/2016 17:16,NA
2134,Airport,165,Trip Completed,12/7/2016 17:14,12/7/2016 17:44
2135,City,222,Trip Completed,12/7/2016 17:12,12/7/2016 17:58
2136,City,237,Trip Completed,12/7/2016 17:15,12/7/2016 18:13
2137,Airport,NA,No Cars Available,12/7/2016 17:22,NA
2138,Airport,NA,No Cars Available,12/7/2016 17:17,NA
2139,City,NA,No Cars Available,12/7/2016 17:17,NA
2140,City,NA,No Cars Available,12/7/2016 17:09,NA
2141,Airport,NA,No Cars Available,12/7/2016 17:18,NA
2142,Airport,NA,No Cars Available,12/7/2016 17:13,NA
2143,Airport,96,Trip Completed,12/7/2016 17:15,12/7/2016 17:56
2144,Airport,NA,No Cars Available,12/7/2016 17:21,NA
2145,Airport,NA,No Cars Available,12/7/2016 17:19,NA
2146,Airport,32,Cancelled,12/7/2016 17:21,NA
2147,City,126,Trip Completed,12/7/2016 17:21,12/7/2016 18:27
2148,City,198,Cancelled,12/7/2016 17:22,NA
2149,Airport,NA,No Cars Available,12/7/2016 17:18,NA
2150,City,146,Cancelled,12/7/2016 17:16,NA
2151,Airport,NA,No Cars Available,12/7/2016 17:23,NA
2152,Airport,86,Trip Completed,12/7/2016 17:25,12/7/2016 17:55
2153,City,NA,No Cars Available,12/7/2016 17:19,NA
2154,Airport,NA,No Cars Available,12/7/2016 17:26,NA
2155,Airport,NA,No Cars Available,12/7/2016 17:23,NA
2156,Airport,NA,No Cars Available,12/7/2016 17:27,NA
2157,Airport,NA,No Cars Available,12/7/2016 17:30,NA
2158,Airport,NA,No Cars Available,12/7/2016 17:26,NA
2159,Airport,NA,No Cars Available,12/7/2016 17:25,NA
2160,Airport,52,Trip Completed,12/7/2016 17:32,12/7/2016 18:07
2161,Airport,NA,No Cars Available,12/7/2016 17:29,NA
2162,Airport,32,Trip Completed,12/7/2016 17:34,12/7/2016 18:33
2163,Airport,159,Trip Completed,12/7/2016 17:30,12/7/2016 18:07
2164,Airport,NA,No Cars Available,12/7/2016 17:28,NA
2165,City,75,Trip Completed,12/7/2016 17:31,12/7/2016 18:24
2166,City,154,Trip Completed,12/7/2016 17:30,12/7/2016 18:35
2167,Airport,184,Trip Completed,12/7/2016 17:30,12/7/2016 18:30
2168,Airport,226,Trip Completed,12/7/2016 17:29,12/7/2016 18:32
2169,Airport,239,Trip Completed,12/7/2016 17:30,12/7/2016 18:51
2170,Airport,NA,No Cars Available,12/7/2016 17:35,NA
2171,Airport,NA,No Cars Available,12/7/2016 17:38,NA
2172,City,NA,No Cars Available,12/7/2016 17:40,NA
2173,Airport,201,Trip Completed,12/7/2016 17:34,12/7/2016 18:33
2174,Airport,NA,No Cars Available,12/7/2016 17:36,NA
2175,Airport,NA,No Cars Available,12/7/2016 17:35,NA
2176,Airport,NA,No Cars Available,12/7/2016 17:37,NA
2177,City,NA,No Cars Available,12/7/2016 17:41,NA
2178,Airport,NA,No Cars Available,12/7/2016 17:38,NA
2179,Airport,31,Cancelled,12/7/2016 17:36,NA
2180,Airport,185,Cancelled,12/7/2016 17:42,NA
2181,Airport,242,Trip Completed,12/7/2016 17:39,12/7/2016 18:28
2182,City,160,Trip Completed,12/7/2016 17:42,12/7/2016 18:30
2183,Airport,NA,No Cars Available,12/7/2016 17:40,NA
2184,Airport,NA,No Cars Available,12/7/2016 17:42,NA
2185,Airport,NA,No Cars Available,12/7/2016 17:43,NA
2186,City,NA,No Cars Available,12/7/2016 17:43,NA
2188,Airport,NA,No Cars Available,12/7/2016 17:46,NA
2189,Airport,NA,No Cars Available,12/7/2016 17:43,NA
2190,Airport,NA,No Cars Available,12/7/2016 17:46,NA
2191,Airport,NA,No Cars Available,12/7/2016 17:46,NA
2192,Airport,61,Trip Completed,12/7/2016 17:44,12/7/2016 18:39
2193,Airport,NA,No Cars Available,12/7/2016 17:47,NA
2194,Airport,NA,No Cars Available,12/7/2016 17:48,NA
2195,Airport,241,Trip Completed,12/7/2016 17:44,12/7/2016 18:42
2196,Airport,NA,No Cars Available,12/7/2016 17:46,NA
2197,Airport,278,Trip Completed,12/7/2016 17:53,12/7/2016 18:27
2198,Airport,NA,No Cars Available,12/7/2016 17:51,NA
2199,Airport,NA,No Cars Available,12/7/2016 17:47,NA
2200,City,245,Trip Completed,12/7/2016 17:55,12/7/2016 18:34
2201,Airport,NA,No Cars Available,12/7/2016 17:49,NA
2202,Airport,NA,No Cars Available,12/7/2016 17:52,NA
2203,City,288,Trip Completed,12/7/2016 17:53,12/7/2016 18:30
2204,Airport,NA,No Cars Available,12/7/2016 17:51,NA
2205,Airport,NA,No Cars Available,12/7/2016 17:54,NA
2206,City,40,Cancelled,12/7/2016 17:55,NA
2207,Airport,90,Trip Completed,12/7/2016 17:56,12/7/2016 19:14
2208,City,100,Trip Completed,12/7/2016 17:59,12/7/2016 19:00
2209,City,261,Trip Completed,12/7/2016 17:55,12/7/2016 18:40
2210,Airport,NA,No Cars Available,12/7/2016 18:03,NA
2211,Airport,3,Trip Completed,12/7/2016 18:00,12/7/2016 18:28
2212,Airport,NA,No Cars Available,12/7/2016 17:56,NA
2213,Airport,NA,No Cars Available,12/7/2016 17:58,NA
2214,Airport,NA,No Cars Available,12/7/2016 18:01,NA
2215,Airport,NA,No Cars Available,12/7/2016 17:59,NA
2216,Airport,NA,No Cars Available,12/7/2016 18:02,NA
2217,City,NA,No Cars Available,12/7/2016 18:02,NA
2218,Airport,NA,No Cars Available,12/7/2016 18:04,NA
2219,Airport,NA,No Cars Available,12/7/2016 18:00,NA
2220,Airport,NA,No Cars Available,12/7/2016 18:12,NA
2221,Airport,NA,No Cars Available,12/7/2016 18:09,NA
2222,City,275,Cancelled,12/7/2016 18:03,NA
2223,City,54,Trip Completed,12/7/2016 18:07,12/7/2016 19:12
2224,Airport,NA,No Cars Available,12/7/2016 18:08,NA
2225,Airport,NA,No Cars Available,12/7/2016 18:11,NA
2226,Airport,NA,No Cars Available,12/7/2016 18:08,NA
2227,City,228,Trip Completed,12/7/2016 18:08,12/7/2016 18:38
2228,Airport,NA,No Cars Available,12/7/2016 18:06,NA
2229,Airport,NA,No Cars Available,12/7/2016 18:08,NA
2230,Airport,NA,No Cars Available,12/7/2016 18:10,NA
2231,Airport,NA,No Cars Available,12/7/2016 18:11,NA
2232,Airport,NA,No Cars Available,12/7/2016 18:13,NA
2233,Airport,NA,No Cars Available,12/7/2016 18:16,NA
2234,Airport,134,Trip Completed,12/7/2016 18:19,12/7/2016 19:03
2235,Airport,37,Trip Completed,12/7/2016 18:12,12/7/2016 19:14
2236,Airport,191,Trip Completed,12/7/2016 18:16,12/7/2016 19:07
2237,City,275,Cancelled,12/7/2016 18:19,NA
2238,Airport,NA,No Cars Available,12/7/2016 18:20,NA
2239,Airport,NA,No Cars Available,12/7/2016 18:14,NA
2240,City,9,Trip Completed,12/7/2016 18:20,12/7/2016 18:54
2241,Airport,NA,No Cars Available,12/7/2016 18:17,NA
2242,Airport,NA,No Cars Available,12/7/2016 18:20,NA
2243,Airport,NA,No Cars Available,12/7/2016 18:16,NA
2244,Airport,NA,No Cars Available,12/7/2016 18:22,NA
2245,Airport,NA,No Cars Available,12/7/2016 18:24,NA
2246,Airport,NA,No Cars Available,12/7/2016 18:30,NA
2247,Airport,NA,No Cars Available,12/7/2016 18:24,NA
2248,City,125,Trip Completed,12/7/2016 18:23,12/7/2016 19:01
2249,City,299,Trip Completed,12/7/2016 18:24,12/7/2016 19:09
2250,Airport,NA,No Cars Available,12/7/2016 18:26,NA
2251,Airport,NA,No Cars Available,12/7/2016 18:32,NA
2252,City,70,Trip Completed,12/7/2016 18:26,12/7/2016 19:00
2253,Airport,136,Trip Completed,12/7/2016 18:22,12/7/2016 19:31
2254,Airport,NA,No Cars Available,12/7/2016 18:25,NA
2255,Airport,NA,No Cars Available,12/7/2016 18:21,NA
2256,Airport,214,Trip Completed,12/7/2016 18:25,12/7/2016 18:53
2257,Airport,NA,No Cars Available,12/7/2016 18:30,NA
2258,Airport,NA,No Cars Available,12/7/2016 18:25,NA
2259,Airport,193,Trip Completed,12/7/2016 18:30,12/7/2016 19:36
2260,Airport,NA,No Cars Available,12/7/2016 18:25,NA
2261,Airport,NA,No Cars Available,12/7/2016 18:28,NA
2262,City,133,Trip Completed,12/7/2016 18:30,12/7/2016 18:59
2263,Airport,NA,No Cars Available,12/7/2016 18:27,NA
2264,Airport,NA,No Cars Available,12/7/2016 18:32,NA
2265,Airport,NA,No Cars Available,12/7/2016 18:32,NA
2266,Airport,38,Cancelled,12/7/2016 18:33,NA
2267,Airport,161,Trip Completed,12/7/2016 18:33,12/7/2016 19:36
2268,City,238,Trip Completed,12/7/2016 18:35,12/7/2016 19:28
2269,Airport,NA,No Cars Available,12/7/2016 18:33,NA
2270,City,291,Trip Completed,12/7/2016 18:28,12/7/2016 19:17
2271,City,NA,No Cars Available,12/7/2016 18:32,NA
2272,Airport,NA,No Cars Available,12/7/2016 18:39,NA
2273,Airport,NA,No Cars Available,12/7/2016 18:36,NA
2274,City,102,Trip Completed,12/7/2016 18:33,12/7/2016 19:22
2275,City,175,Cancelled,12/7/2016 18:34,NA
2276,Airport,168,Trip Completed,12/7/2016 18:38,12/7/2016 19:46
2277,City,178,Trip Completed,12/7/2016 18:39,12/7/2016 19:34
2278,Airport,NA,No Cars Available,12/7/2016 18:36,NA
2279,Airport,177,Trip Completed,12/7/2016 18:38,12/7/2016 19:26
2280,Airport,NA,No Cars Available,12/7/2016 18:40,NA
2281,Airport,NA,No Cars Available,12/7/2016 18:36,NA
2282,City,274,Trip Completed,12/7/2016 18:42,12/7/2016 19:45
2283,Airport,NA,No Cars Available,12/7/2016 18:41,NA
2284,Airport,NA,No Cars Available,12/7/2016 18:41,NA
2285,City,179,Trip Completed,12/7/2016 18:34,12/7/2016 19:14
2286,Airport,NA,No Cars Available,12/7/2016 18:41,NA
2287,Airport,NA,No Cars Available,12/7/2016 18:40,NA
2288,Airport,NA,No Cars Available,12/7/2016 18:42,NA
2289,Airport,NA,No Cars Available,12/7/2016 18:41,NA
2290,Airport,NA,No Cars Available,12/7/2016 18:48,NA
2291,Airport,NA,No Cars Available,12/7/2016 18:46,NA
2292,Airport,20,Trip Completed,12/7/2016 18:46,12/7/2016 19:23
2293,Airport,NA,No Cars Available,12/7/2016 18:50,NA
2294,City,112,Trip Completed,12/7/2016 18:47,12/7/2016 19:49
2295,City,184,Trip Completed,12/7/2016 18:48,12/7/2016 19:12
2296,Airport,NA,No Cars Available,12/7/2016 18:48,NA
2297,Airport,NA,No Cars Available,12/7/2016 18:54,NA
2298,Airport,NA,No Cars Available,12/7/2016 18:53,NA
2299,Airport,NA,No Cars Available,12/7/2016 18:49,NA
2300,Airport,NA,No Cars Available,12/7/2016 18:53,NA
2301,Airport,NA,No Cars Available,12/7/2016 18:50,NA
2302,Airport,NA,No Cars Available,12/7/2016 18:47,NA
2303,Airport,NA,No Cars Available,12/7/2016 18:53,NA
2304,Airport,NA,No Cars Available,12/7/2016 18:59,NA
2305,City,33,Cancelled,12/7/2016 18:56,NA
2306,City,NA,No Cars Available,12/7/2016 19:03,NA
2307,City,225,Trip Completed,12/7/2016 18:58,12/7/2016 19:49
2308,Airport,NA,No Cars Available,12/7/2016 19:02,NA
2309,Airport,NA,No Cars Available,12/7/2016 18:59,NA
2310,City,232,Trip Completed,12/7/2016 18:56,12/7/2016 20:03
2311,Airport,281,Trip Completed,12/7/2016 19:00,12/7/2016 19:56
2312,Airport,NA,No Cars Available,12/7/2016 18:58,NA
2313,Airport,NA,No Cars Available,12/7/2016 19:03,NA
2314,Airport,NA,No Cars Available,12/7/2016 18:59,NA
2315,Airport,NA,No Cars Available,12/7/2016 18:58,NA
2316,Airport,NA,No Cars Available,12/7/2016 19:04,NA
2317,Airport,NA,No Cars Available,12/7/2016 19:02,NA
2318,Airport,NA,No Cars Available,12/7/2016 19:04,NA
2319,Airport,NA,No Cars Available,12/7/2016 19:07,NA
2320,Airport,NA,No Cars Available,12/7/2016 19:07,NA
2321,Airport,NA,No Cars Available,12/7/2016 19:04,NA
2322,Airport,NA,No Cars Available,12/7/2016 19:09,NA
2323,City,61,Trip Completed,12/7/2016 19:06,12/7/2016 20:17
2324,Airport,NA,No Cars Available,12/7/2016 19:08,NA
2325,Airport,NA,No Cars Available,12/7/2016 19:10,NA
2326,Airport,NA,No Cars Available,12/7/2016 19:16,NA
2327,City,246,Trip Completed,12/7/2016 19:09,12/7/2016 20:13
2328,City,215,Trip Completed,12/7/2016 19:12,12/7/2016 20:01
2329,Airport,NA,No Cars Available,12/7/2016 19:10,NA
2330,Airport,NA,No Cars Available,12/7/2016 19:15,NA
2331,Airport,141,Trip Completed,12/7/2016 19:13,12/7/2016 20:28
2332,City,NA,No Cars Available,12/7/2016 19:17,NA
2333,Airport,NA,No Cars Available,12/7/2016 19:17,NA
2334,Airport,NA,No Cars Available,12/7/2016 19:14,NA
2335,City,101,Trip Completed,12/7/2016 19:15,12/7/2016 20:02
2336,Airport,NA,No Cars Available,12/7/2016 19:18,NA
2337,Airport,NA,No Cars Available,12/7/2016 19:15,NA
2338,Airport,NA,No Cars Available,12/7/2016 19:17,NA
2339,City,206,Trip Completed,12/7/2016 19:19,12/7/2016 20:12
2340,Airport,254,Trip Completed,12/7/2016 19:16,12/7/2016 19:48
2341,Airport,NA,No Cars Available,12/7/2016 19:17,NA
2342,Airport,NA,No Cars Available,12/7/2016 19:18,NA
2343,Airport,NA,No Cars Available,12/7/2016 19:19,NA
2344,Airport,NA,No Cars Available,12/7/2016 19:13,NA
2345,Airport,NA,No Cars Available,12/7/2016 19:20,NA
2346,Airport,171,Trip Completed,12/7/2016 19:17,12/7/2016 20:04
2347,Airport,2,Cancelled,12/7/2016 19:14,NA
2348,City,292,Trip Completed,12/7/2016 19:21,12/7/2016 20:26
2349,Airport,48,Trip Completed,12/7/2016 19:22,12/7/2016 20:07
2350,City,NA,No Cars Available,12/7/2016 19:24,NA
2351,City,NA,No Cars Available,12/7/2016 19:20,NA
2352,Airport,NA,No Cars Available,12/7/2016 19:26,NA
2353,City,96,Trip Completed,12/7/2016 19:31,12/7/2016 20:23
2354,Airport,207,Trip Completed,12/7/2016 19:25,12/7/2016 20:09
2355,Airport,NA,No Cars Available,12/7/2016 19:31,NA
2356,City,248,Trip Completed,12/7/2016 19:33,12/7/2016 20:02
2357,Airport,NA,No Cars Available,12/7/2016 19:31,NA
2358,Airport,NA,No Cars Available,12/7/2016 19:35,NA
2359,City,49,Trip Completed,12/7/2016 19:31,12/7/2016 20:28
2360,City,233,Trip Completed,12/7/2016 19:27,12/7/2016 19:59
2361,Airport,NA,No Cars Available,12/7/2016 19:28,NA
2362,Airport,NA,No Cars Available,12/7/2016 19:36,NA
2363,Airport,98,Trip Completed,12/7/2016 19:31,12/7/2016 20:32
2364,Airport,NA,No Cars Available,12/7/2016 19:29,NA
2365,City,164,Trip Completed,12/7/2016 19:34,12/7/2016 20:12
2366,Airport,NA,No Cars Available,12/7/2016 19:33,NA
2367,Airport,NA,No Cars Available,12/7/2016 19:35,NA
2368,City,81,Trip Completed,12/7/2016 19:32,12/7/2016 20:23
2369,City,NA,No Cars Available,12/7/2016 19:37,NA
2370,Airport,158,Trip Completed,12/7/2016 19:37,12/7/2016 20:11
2371,Airport,NA,No Cars Available,12/7/2016 19:37,NA
2372,City,124,Trip Completed,12/7/2016 19:35,12/7/2016 20:13
2373,Airport,210,Cancelled,12/7/2016 19:36,NA
2374,Airport,NA,No Cars Available,12/7/2016 19:41,NA
2375,Airport,174,Trip Completed,12/7/2016 19:38,12/7/2016 20:38
2376,City,NA,No Cars Available,12/7/2016 19:43,NA
2377,Airport,NA,No Cars Available,12/7/2016 19:40,NA
2378,Airport,NA,No Cars Available,12/7/2016 19:44,NA
2379,Airport,NA,No Cars Available,12/7/2016 19:43,NA
2380,Airport,NA,No Cars Available,12/7/2016 19:39,NA
2381,City,200,Trip Completed,12/7/2016 19:41,12/7/2016 20:53
2382,Airport,245,Trip Completed,12/7/2016 19:41,12/7/2016 20:40
2383,Airport,NA,No Cars Available,12/7/2016 19:47,NA
2384,Airport,NA,No Cars Available,12/7/2016 19:40,NA
2385,Airport,NA,No Cars Available,12/7/2016 19:47,NA
2386,Airport,NA,No Cars Available,12/7/2016 19:51,NA
2387,City,278,Cancelled,12/7/2016 19:46,NA
2388,Airport,NA,No Cars Available,12/7/2016 19:46,NA
2389,City,146,Cancelled,12/7/2016 19:52,NA
2390,Airport,NA,No Cars Available,12/7/2016 19:53,NA
2391,Airport,NA,No Cars Available,12/7/2016 19:48,NA
2392,City,146,Trip Completed,12/7/2016 19:50,12/7/2016 21:04
2393,Airport,NA,No Cars Available,12/7/2016 19:58,NA
2394,Airport,NA,No Cars Available,12/7/2016 19:52,NA
2395,Airport,105,Trip Completed,12/7/2016 19:55,12/7/2016 20:50
2396,Airport,112,Cancelled,12/7/2016 19:52,NA
2397,City,144,Trip Completed,12/7/2016 19:45,12/7/2016 20:19
2398,Airport,NA,No Cars Available,12/7/2016 19:59,NA
2399,Airport,80,Trip Completed,12/7/2016 19:51,12/7/2016 20:35
2400,Airport,NA,No Cars Available,12/7/2016 19:55,NA
2401,Airport,NA,No Cars Available,12/7/2016 19:55,NA
2402,Airport,NA,No Cars Available,12/7/2016 19:53,NA
2403,Airport,NA,No Cars Available,12/7/2016 19:55,NA
2404,Airport,298,Trip Completed,12/7/2016 20:00,12/7/2016 20:56
2405,Airport,82,Trip Completed,12/7/2016 20:01,12/7/2016 20:53
2406,City,230,Trip Completed,12/7/2016 19:56,12/7/2016 20:36
2407,City,276,Trip Completed,12/7/2016 19:57,12/7/2016 20:47
2408,Airport,NA,No Cars Available,12/7/2016 20:01,NA
2409,Airport,NA,No Cars Available,12/7/2016 20:10,NA
2410,City,73,Trip Completed,12/7/2016 20:05,12/7/2016 20:59
2411,City,114,Trip Completed,12/7/2016 20:04,12/7/2016 20:40
2412,Airport,127,Trip Completed,12/7/2016 19:59,12/7/2016 20:58
2413,City,186,Trip Completed,12/7/2016 20:02,12/7/2016 21:16
2414,Airport,NA,No Cars Available,12/7/2016 19:56,NA
2415,Airport,NA,No Cars Available,12/7/2016 20:01,NA
2416,City,128,Trip Completed,12/7/2016 20:06,12/7/2016 21:09
2417,City,77,Trip Completed,12/7/2016 19:59,12/7/2016 21:22
2418,Airport,254,Cancelled,12/7/2016 20:05,NA
2419,Airport,NA,No Cars Available,12/7/2016 20:09,NA
2420,Airport,79,Trip Completed,12/7/2016 20:07,12/7/2016 21:04
2421,Airport,NA,No Cars Available,12/7/2016 20:07,NA
2422,Airport,NA,No Cars Available,12/7/2016 20:10,NA
2423,Airport,52,Cancelled,12/7/2016 20:05,NA
2424,City,145,Trip Completed,12/7/2016 20:03,12/7/2016 21:04
2425,Airport,NA,No Cars Available,12/7/2016 20:13,NA
2426,Airport,NA,No Cars Available,12/7/2016 20:10,NA
2427,Airport,NA,No Cars Available,12/7/2016 20:12,NA
2428,Airport,NA,No Cars Available,12/7/2016 20:10,NA
2429,Airport,NA,No Cars Available,12/7/2016 20:17,NA
2430,City,293,Trip Completed,12/7/2016 20:12,12/7/2016 20:44
2431,Airport,NA,No Cars Available,12/7/2016 20:19,NA
2432,Airport,51,Trip Completed,12/7/2016 20:15,12/7/2016 20:59
2433,Airport,NA,No Cars Available,12/7/2016 20:19,NA
2434,City,94,Trip Completed,12/7/2016 20:16,12/7/2016 21:15
2435,City,231,Cancelled,12/7/2016 20:11,NA
2436,Airport,182,Trip Completed,12/7/2016 20:15,12/7/2016 20:46
2437,City,12,Trip Completed,12/7/2016 20:18,12/7/2016 21:26
2438,Airport,NA,No Cars Available,12/7/2016 20:29,NA
2439,Airport,NA,No Cars Available,12/7/2016 20:19,NA
2440,Airport,NA,No Cars Available,12/7/2016 20:21,NA
2441,City,289,Trip Completed,12/7/2016 20:23,12/7/2016 21:25
2442,Airport,NA,No Cars Available,12/7/2016 20:22,NA
2443,Airport,NA,No Cars Available,12/7/2016 20:23,NA
2444,Airport,63,Trip Completed,12/7/2016 20:23,12/7/2016 21:35
2445,City,190,Trip Completed,12/7/2016 20:18,12/7/2016 21:04
2446,Airport,NA,No Cars Available,12/7/2016 20:25,NA
2447,Airport,173,Trip Completed,12/7/2016 20:24,12/7/2016 21:36
2448,Airport,222,Cancelled,12/7/2016 20:26,NA
2449,Airport,264,Trip Completed,12/7/2016 20:26,12/7/2016 21:15
2450,Airport,NA,No Cars Available,12/7/2016 20:20,NA
2451,Airport,NA,No Cars Available,12/7/2016 20:29,NA
2452,Airport,NA,No Cars Available,12/7/2016 20:27,NA
2453,Airport,NA,No Cars Available,12/7/2016 20:25,NA
2454,Airport,NA,No Cars Available,12/7/2016 20:28,NA
2455,Airport,NA,No Cars Available,12/7/2016 20:25,NA
2456,Airport,NA,No Cars Available,12/7/2016 20:31,NA
2457,Airport,92,Trip Completed,12/7/2016 20:31,12/7/2016 21:39
2458,City,44,Trip Completed,12/7/2016 20:33,12/7/2016 21:33
2459,Airport,101,Cancelled,12/7/2016 20:30,NA
2460,City,175,Trip Completed,12/7/2016 20:29,12/7/2016 21:40
2461,Airport,270,Trip Completed,12/7/2016 20:32,12/7/2016 21:32
2462,Airport,NA,No Cars Available,12/7/2016 20:31,NA
2463,City,255,Trip Completed,12/7/2016 20:33,12/7/2016 21:35
2464,Airport,NA,No Cars Available,12/7/2016 20:37,NA
2465,City,40,Trip Completed,12/7/2016 20:38,12/7/2016 21:37
2466,Airport,178,Cancelled,12/7/2016 20:34,NA
2467,Airport,188,Trip Completed,12/7/2016 20:34,12/7/2016 21:41
2468,Airport,NA,No Cars Available,12/7/2016 20:31,NA
2469,Airport,197,Trip Completed,12/7/2016 20:43,12/7/2016 21:35
2470,Airport,NA,No Cars Available,12/7/2016 20:40,NA
2471,Airport,NA,No Cars Available,12/7/2016 20:35,NA
2472,Airport,NA,No Cars Available,12/7/2016 20:39,NA
2473,Airport,27,Trip Completed,12/7/2016 20:43,12/7/2016 21:20
2474,Airport,120,Cancelled,12/7/2016 20:35,NA
2475,Airport,NA,No Cars Available,12/7/2016 20:44,NA
2476,Airport,NA,No Cars Available,12/7/2016 20:42,NA
2477,Airport,NA,No Cars Available,12/7/2016 20:38,NA
2478,Airport,NA,No Cars Available,12/7/2016 20:44,NA
2479,Airport,NA,No Cars Available,12/7/2016 20:50,NA
2480,City,7,Trip Completed,12/7/2016 20:39,12/7/2016 21:28
2481,City,50,Trip Completed,12/7/2016 20:40,12/7/2016 21:37
2482,City,60,Trip Completed,12/7/2016 20:45,12/7/2016 21:42
2483,Airport,198,Trip Completed,12/7/2016 20:46,12/7/2016 21:53
2484,Airport,45,Cancelled,12/7/2016 20:41,NA
2485,Airport,NA,No Cars Available,12/7/2016 20:50,NA
2486,Airport,54,Cancelled,12/7/2016 20:50,NA
2487,Airport,NA,No Cars Available,12/7/2016 20:51,NA
2488,Airport,NA,No Cars Available,12/7/2016 20:48,NA
2489,Airport,NA,No Cars Available,12/7/2016 20:50,NA
2490,Airport,NA,No Cars Available,12/7/2016 20:56,NA
2491,Airport,89,Cancelled,12/7/2016 20:55,NA
2492,Airport,NA,No Cars Available,12/7/2016 20:52,NA
2493,Airport,NA,No Cars Available,12/7/2016 20:48,NA
2494,Airport,NA,No Cars Available,12/7/2016 20:57,NA
2495,Airport,NA,No Cars Available,12/7/2016 20:49,NA
2496,City,107,Trip Completed,12/7/2016 20:53,12/7/2016 21:33
2497,City,283,Trip Completed,12/7/2016 20:57,12/7/2016 21:42
2498,Airport,NA,No Cars Available,12/7/2016 21:00,NA
2499,Airport,123,Trip Completed,12/7/2016 20:55,12/7/2016 22:03
2500,Airport,NA,No Cars Available,12/7/2016 20:54,NA
2501,Airport,NA,No Cars Available,12/7/2016 20:59,NA
2502,Airport,NA,No Cars Available,12/7/2016 20:56,NA
2503,Airport,NA,No Cars Available,12/7/2016 20:55,NA
2504,Airport,NA,No Cars Available,12/7/2016 20:55,NA
